author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
Dan Brown;;http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg;;671027360;;;;;Pocket Star;Angels &amp Demons;http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg;2001
Joe Hutsko;;http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg;;812575954;;;;;Tor Books (Mm);The Deal;http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg;2000
Anita Shreve;;http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg;;316735736;;;;;Back Bay Books;All He Ever Wanted: A Novel;http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg;2004
Ann Rule;;http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg;;743439740;;;;;Pocket;Every Breath You Take : A True Story of Obsession, Revenge, and Murder;http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg;2002
LEWIS GRIZZARD;;http://images.amazon.com/images/P/0345372700.01.MZZZZZZZ.jpg;;345372700;;;;;Ballantine Books;If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground;http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg;1991
Paul Theroux;;http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg;;380619458;;;;;Harper Mass Market Paperbacks (Mm);The Mosquito Coast;http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg;1990
Lewis Grizzard;;http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg;;446325805;;;;;Warner Books (Mm);If Love Were Oil, I'd Be About a Quart Low;http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg;1994
Charles Hickey;;http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg;;451406923;;;;;Onyx Books;Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims;http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg;1996
Stephen King;;http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg;;671042858;;;;;Pocket;The Girl Who Loved Tom Gordon;http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg;2000
Ben Mezrich;;http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg;;743249992;;;;;Free Press;Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions;http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg;2003
Bill Hand;;http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg;;840734530;;;;;Thomas Nelson Inc;The Oneprince (The Redaemian Chronicles, Book 1);http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg;1992
Tom Clancy;;http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg;;425184226;;;;;Berkley Publishing Group;The Sum of All Fears;http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg;2002
DANA REEVE;;http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg;;375500766;;;;;Random House;Care Packages : Letters to Christopher Reeve from Strangers and Other Friends;http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg;1999
Roy;;http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg;;9724119378;;;;;Edicoes Asa;O Deus Das Pequenas Coisas;http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg;1998
Barbara Metzger;;http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg;;451205197;;;;;Signet Book;Lady in Green/Minor Indiscretions (Signet Regency Romance);http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg;2002
Gabriel Garcia Marquez;;http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg;;60929790;;;;;Perennial;One Hundred Years of Solitude;http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg;1998
Rebecca Wells;;http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg;;60976845;;;;;Perennial;Little Altars Everywhere: A Novel;http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg;1996
Tony Hillerman;;http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg;;61099325;;;;;HarperTorch;Coyote Waits (Joe Leaphorn/Jim Chee Novels);http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg;1992
Mary Higgins Clark;;http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg;;671004573;;;;;Pocket;Before I Say Good-Bye;http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg;2001
Robert James Waller;;http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg;;446601640;;;;;Warner Books;Slow Waltz in Cedar Bend;http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg;1994
Rachel Harris;;http://images.amazon.com/images/P/0330484516.01.MZZZZZZZ.jpg;;330484516;;;;;Pan Macmillan;Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title);http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg;2001
IAN MCEWAN;;http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg;;038572179X;;;;;Anchor;Atonement : A Novel;http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg;2003
Michael Lewis;;http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg;;393020371;;;;;W.W. Norton &amp Company;Next: The Future Just Happened;http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg;2001
Richard Zimler;;http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg;;1900850303;;;;;Arcadia Books;The Angelic Darkness;http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg;1999
Norman Jetmundsen;;http://images.amazon.com/images/P/1903019699.01.MZZZZZZZ.jpg;;1903019699;;;;;John Hunt Publishing, Ltd.;The Soulbane Stratagem;http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg;2000
Lorenzo Carcaterra;;http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg;;345425294;;;;;Fawcett Books;Gangster;http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg;2002
Anne Frasier;;http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg;;451410319;;;;;Onyx Books;Hush;http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg;2002
Kay Hooper;;http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg;;553583468;;;;;Bantam Books;Whisper of Evil (Hooper, Kay. Evil Trilogy.);http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg;2002
Soren Kierkegaard;;http://images.amazon.com/images/P/8420639133.01.MZZZZZZZ.jpg;;8420639133;;;;;Alianza;Temor y Temblor;http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg;2001
Jose Ortega Y Gaset;;http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg;;8476409419;;;;;Downtown Book Center;Estudios sobre el amor;http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg;2001
Daphne Du Maurier;;http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg;;380778556;;;;;Avon;Rebecca;http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg;1994
Nathaniel Hawthorne;;http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg;;451525221;;;;;Signet Book;Scarlet Letter;http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg;1993
Nick Page;;http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg;;2740230;;;;;Trafalgar Square;Keep It Simple: And Get More Out of Life;http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg;1999
Laura Wolf;;http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg;;385336772;;;;;Delta;Diary of a Mad Mom-To-Be;http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg;2003
LOIS DUNCAN;;http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg;;440949424;;;;;Laure Leaf;Locked in Time (Laurel Leaf Books);http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg;1986
Susan Grant;;http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg;;505524996;;;;;Love Spell;Contact;http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg;2002
Barbara Vine;;http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg;;140252800;;;;;Penguin Books Ltd;The Brimstone Wedding;http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg;1997
Shirley Rousseau Murphy;;http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg;;451452755;;;;;Roc;The Catswold Portal;http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg;1993
Jane Lindskold;;http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg;;812575482;;;;;Tor Fantasy;Through Wolf's Eyes (Wolf);http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg;2002
Robert James Waller;;http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg;;044651747X;;;;;Warner Books;Puerto Vallarta Squeeze;http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg;1995
Betty Smith;;http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg;;60801263;;;;;Harpercollins Publisher;Tree Grows In Brooklyn;http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg;1988
Stewart O'Nan;;http://images.amazon.com/images/P/0140250964.01.MZZZZZZZ.jpg;;140250964;;;;;Penguin Books;Snow Angels;http://images.amazon.com/images/P/0140250964.01.LZZZZZZZ.jpg;1995
David Baldacci;;http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg;;446527165;;;;;Warner Books;Wish You Well;http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg;2000
Douglas Adams;;http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg;;671461494;;;;;Pocket;The Hitchhiker's Guide to the Galaxy;http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg;1982
Mary Lawson;;http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg;;385337639;;;;;Delta;Crow Lake (Today Show Book Club #7);http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg;2003
Willa Cather;;http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg;;039575514X;;;;;Mariner Books;My Antonia;http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg;1995
Olivia Goldsmith;;http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg;;451206673;;;;;Signet Book;Pen Pals;http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg;2002
Helen Fielding;;http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg;;330332775;;;;;Picador (UK);Bridget Jones's Diary;http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg;1997
Jane Austen;;http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg;;486284735;;;;;Dover Publications;Pride and Prejudice (Dover Thrift Editions);http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg;1995
Franklin W. Dixon;;http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg;;671021745;;;;;Aladdin;EYE ON CRIME: HARDY BOYS #153;http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg;1998
Franklin W. Dixon;;http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg;;671047612;;;;;Aladdin;Skin And Bones;http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg;2000
Franklin W. Dixon;;http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg;;671504282;;;;;Simon Pulse;LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The);http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg;1995
Lilian Jackson Braun;;http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg;;399138684;;;;;Putnam Pub Group;The Cat Who Came to Breakfast (Cat Who... (Hardcover));http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg;1994
Holly Virden;;http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg;;785263292;;;;;Nelson Books;If Singleness Is a Gift, What's the Return Policy?;http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg;2003
H. Norman Wright;;http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg;;830714014;;;;;Regal Books;Always Daddy's Girl: Understanding Your Father's Impact on Who You Are;http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg;1989
Piers Anthony;;http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg;;345354931;;;;;Del Rey Books;Night Mare (Xanth Novels (Paperback));http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg;1990
RAY BRADBURY;;http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg;;553278223;;;;;Spectra;The Martian Chronicles;http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg;1984
Schiller;;http://images.amazon.com/images/P/3150000335.01.MZZZZZZZ.jpg;;3150000335;;;;;Philipp Reclam, Jun Verlag GmbH;Kabale Und Liebe;http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg;0
Ray Bradbury;;http://images.amazon.com/images/P/3257203659.01.MZZZZZZZ.jpg;;3257203659;;;;;Diogenes;Der illustrierte Mann. ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg;2002
Raymond Chandler;;http://images.amazon.com/images/P/3257207522.01.MZZZZZZZ.jpg;;3257207522;;;;;Diogenes Verlag;Der KÃ?Â¶nig in Gelb.;http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg;1980
Ray Bradbury;;http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg;;3257208626;;;;;Distribooks Inc;Fahrenheit 451;http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg;1994
Ray Bradbury;;http://images.amazon.com/images/P/3257208634.01.MZZZZZZZ.jpg;;3257208634;;;;;Diogenes Verlag;Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg;1981
Ray Bradbury;;http://images.amazon.com/images/P/3257208669.01.MZZZZZZZ.jpg;;3257208669;;;;;Diogenes;Das BÃ?Â¶se kommt auf leisen Sohlen.;http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg;2003
Ray Bradbury;;http://images.amazon.com/images/P/3257210450.01.MZZZZZZZ.jpg;;3257210450;;;;;Diogenes Verlag;LÃ?Â¶wenzahnwein. Roman.;http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg;1999
Ray Bradbury;;http://images.amazon.com/images/P/3257212054.01.MZZZZZZZ.jpg;;3257212054;;;;;Diogenes Verlag;Das Kind von morgen. ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg;2000
Ray Bradbury;;http://images.amazon.com/images/P/3257212429.01.MZZZZZZZ.jpg;;3257212429;;;;;Diogenes Verlag;Die Mechanismen der Freude. ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg;2000
Ray Bradbury;;http://images.amazon.com/images/P/3257214154.01.MZZZZZZZ.jpg;;3257214154;;;;;Diogenes Verlag;Familientreffen. ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg;2000
Ray Bradbury;;http://images.amazon.com/images/P/3257216416.01.MZZZZZZZ.jpg;;3257216416;;;;;Diogenes Verlag;Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg;1988
Paolo Coelho;;http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg;;3257233051;;;;;Distribooks;Veronika Deschliesst Zu Sterben / Vernika Decides to Die;http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg;2002
Gabriel Garcia Marquez;;http://images.amazon.com/images/P/342311360X.01.MZZZZZZZ.jpg;;342311360X;;;;;Deutscher Taschenbuch Verlag (DTV);Die Liebe in Den Zelten;http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg;0
Fay Weldon;;http://images.amazon.com/images/P/3423116714.01.MZZZZZZZ.jpg;;3423116714;;;;;Dtv;Die Klone der Joanna May. Roman.;http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg;1993
Arabella Weir;;http://images.amazon.com/images/P/3423241489.01.MZZZZZZZ.jpg;;3423241489;;;;;Dtv;Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.;http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg;1998
Kiana Davenport;;http://images.amazon.com/images/P/3426605686.01.MZZZZZZZ.jpg;;3426605686;;;;;Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp Co.;Haifischfrauen.;http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg;1996
Sue Townsend;;http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg;;3453212150;;;;;Heyne;Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.;http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg;2002
Renan Demirkan;;http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg;;3462021095;;;;;Kiepenheuer &amp Witsch;Schwarzer Tee mit drei StÃ¼ck Zucker;http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg;1991
Michael Moore;;http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg;;3492045642;;;;;Piper;QuerschÃ?Â¼sse - Downsize This!;http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg;2003
Jonathan Franzen;;http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg;;3498020862;;;;;Rowohlt, Reinbek;Die Korrekturen.;http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg;2002
Jerome D. Salinger;;http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg;;3499110695;;;;;Rowohlt Tb.;Neun ErzÃ?Â¤hlungen.;http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg;1968
Jerome D. Salinger;;http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg;;3499151502;;;;;Rowohlt Tb.;Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.;http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg;1998
James Joyce;;http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg;;3518111000;;;;;Suhrkamp;Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).;http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg;1981
Joanna Trollope;;http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg;;3548254268;;;;;Ullstein Tb;Eine ganz normale AffÃ?Â¤re.;http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg;2002
Sue Townsend;;http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg;;3570300099;;;;;Bertelsmann, MÃ?Â¼nchen;Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).;http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg;2002
Milan Kundera;;http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg;;3596292646;;;;;Fischer (Tb.), Frankfurt;Das Buch der lÃ?Â¤cherlichen Liebe.;http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg;2000
Arundhati Roy;;http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg;;60977493;;;;;Perennial;The God of Small Things;http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg;1998
Robert S. Levinson;;http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg;;312872682;;;;;St Martins Pr;The James Dean Affair: A Neil Gulliver &amp Stevie Marriner Novel;http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg;2000
James Patterson;;http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg;;316602906;;;;;Little, Brown;The Big Bad Wolf: A Novel;http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg;2003
James Patterson;;http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg;;316693006;;;;;Little, Brown;Four Blind Mice;http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg;2002
Richard North Patterson;;http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg;;345311396;;;;;Ballantine Books;Private Screening;http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg;1994
Michael Crichton;;http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg;;345378490;;;;;Ballantine Books;Congo;http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg;1995
Richard North Patterson;;http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg;;345404793;;;;;Ballantine Books;Protect and Defend;http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg;2001
Lorna Landvik;;http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg;;345433173;;;;;Ballantine Books;The Tall Pine Polka;http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg;1999
Arthur Golden;;http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg;;375400117;;;;;Alfred A. Knopf;Memoirs of a Geisha;http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg;1997
KENT HARUF;;http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg;;375705856;;;;;Vintage;Plainsong (Vintage Contemporaries);http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg;2000
Patricia D. Cornwell;;http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg;;380717018;;;;;Avon;Body of Evidence (Kay Scarpetta Mysteries (Paperback));http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg;1992
Patricia D. Cornwell;;http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg;;380718332;;;;;Avon;All That Remains (Kay Scarpetta Mysteries (Paperback));http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg;1993
Carol J. Farley;;http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg;;380754509;;;;;Avon Books;The Case of the Lost Look-Alike (An Avon Camelot Book);http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg;1988
